"word1","freq"
"-field",6
"-foot-high",6
"-large",6
"-list",6
"-one",6
"-risk",6
"-second",6
"-track",6
"-week",6
"aarons",6
"abbottabad",6
"abercrombie",6
"absentee",6
"acc",6
"accolades",6
"accomplishing",6
"accordion",6
"accountants",6
"accumulation",6
"accuses",6
"acosta",6
"acquainted",6
"acquiring",6
"actuality",6
"adaptations",6
"addict",6
"addy",6
"adelman",6
"adhered",6
"adherence",6
"adhesive",6
"adjective",6
"adler",6
"administers",6
"adoring",6
"adversary",6
"adversely",6
"aesthetics",6
"affinity",6
"affirming",6
"afflicted",6
"affliction",6
"affluent",6
"aftertaste",6
"agatha",6
"agnew",6
"ahaha",6
"ahhh",6
"ahi",6
"aided",6
"airborne",6
"airplanes",6
"airs",6
"alamo",6
"aleks",6
"alfredo",6
"alienated",6
"allegiance",6
"alleys",6
"alligators",6
"allocation",6
"allowance",6
"allred",6
"alluring",6
"alpine",6
"alterations",6
"ambiguity",6
"ambivalent",6
"ami",6
"amino",6
"amped",6
"amtrak",6
"amuse",6
"analogous",6
"analytical",6
"analytics",6
"analyzes",6
"anarchy",6
"andreas",6
"andretti",6
"angelic",6
"angelou",6
"annex",6
"annotate",6
"annoy",6
"annoyance",6
"anthologies",6
"anti-abortion",6
"anti-bullying",6
"anti-government",6
"antibiotic",6
"antics",6
"antiques",6
"antonetti",6
"anxieties",6
"anxiously",6
"apocalyptic",6
"apostles",6
"appointees",6
"appropriation",6
"aps",6
"aquariums",6
"aquinas",6
"archaic",6
"archdiocese",6
"archetype",6
"arcs",6
"aretha",6
"ariel",6
"armani",6
"armies",6
"arnott",6
"arranging",6
"artillery",6
"artistically",6
"asheville",6
"assassin",6
"assertions",6
"astonishingly",6
"astronaut",6
"atheism",6
"atlas",6
"atleast",6
"attain",6
"attentive",6
"attribute",6
"augmented",6
"augusta",6
"auntie",6
"aus",6
"aussie",6
"austins",6
"australians",6
"austrian",6
"autobiography",6
"averages",6
"babysit",6
"babysitting",6
"bacardi",6
"bach",6
"backcountry",6
"bacterial",6
"baileys",6
"balk",6
"balm",6
"bandmates",6
"banjo",6
"banter",6
"barking",6
"barkley",6
"barleywine",6
"barr",6
"barracks",6
"barrons",6
"barton",6
"bastion",6
"bathe",6
"battleship",6
"batty",6
"beading",6
"beaming",6
"bearer",6
"beatings",6
"becky",6
"beet",6
"beethovens",6
"beforehand",6
"behaves",6
"behind--scenes",6
"belated",6
"beltran",6
"benched",6
"benches",6
"bencivengo",6
"benevolent",6
"bentley",6
"berth",6
"bess",6
"best--seven",6
"betray",6
"betrayal",6
"bhutan",6
"biases",6
"bickering",6
"bicyclists",6
"biggie",6
"binary",6
"binders",6
"birch",6
"blackouts",6
"blagojevich",6
"blanched",6
"blasphemy",6
"blinking",6
"blissfully",6
"blogland",6
"blue-collar",6
"boasted",6
"boating",6
"bodes",6
"bohemian",6
"bolted",6
"bondage",6
"bonded",6
"bongo",6
"bookmark",6
"booster",6
"boosts",6
"borne",6
"bounces",6
"boutiques",6
"boxed",6
"boxers",6
"bpd",6
"bradshaw",6
"bragging",6
"branched",6
"breached",6
"breakthroughs",6
"breton",6
"brewerys",6
"brewhouse",6
"bribing",6
"brighten",6
"britney",6
"bronco",6
"bronson",6
"brooklyns",6
"browne",6
"browned",6
"browsers",6
"brunner",6
"brunt",6
"brutality",6
"bubbling",6
"budgetary",6
"buffy",6
"buford",6
"bugged",6
"bulging",6
"bullish",6
"buncha",6
"bundles",6
"bunk",6
"bunker",6
"bunt",6
"burbank",6
"burdensome",6
"burlap",6
"burma",6
"burt",6
"butlers",6
"butte",6
"butternut",6
"byu",6
"cabal",6
"cache",6
"cadets",6
"cadillac",6
"caesarean",6
"caesars",6
"caitlin",6
"calculating",6
"calculators",6
"calendars",6
"calgary",6
"calmer",6
"calvary",6
"camelback",6
"camille",6
"camouflage",6
"cancun",6
"candidacy",6
"cannons",6
"canteen",6
"capsule",6
"captivity",6
"captures",6
"carb",6
"cardigans",6
"caretaker",6
"caricature",6
"carlisle",6
"carrey",6
"carver",6
"cary",6
"cashing",6
"cassidy",6
"catastrophic",6
"catch-",6
"catchers",6
"catchy",6
"catechism",6
"caulk",6
"cavity",6
"cayman",6
"cba",6
"cbc",6
"cerebral",6
"ceviche",6
"cf",6
"cfa",6
"cfs",6
"chai",6
"chainsaw",6
"chamberlain",6
"characterized",6
"cheaply",6
"checklist",6
"checkpoints",6
"cher",6
"chestnut",6
"chi",6
"chicago-based",6
"chilean",6
"chimney",6
"ching",6
"chlorine",6
"choke",6
"christi",6
"chronically",6
"chutney",6
"ciao",6
"cigars",6
"circulate",6
"circuses",6
"citations",6
"civilized",6
"clapping",6
"clarification",6
"cleric",6
"clintons",6
"clothesline",6
"cloths",6
"clowns",6
"co-authored",6
"co-defendant",6
"co-founded",6
"co-wrote",6
"coachella",6
"coalitions",6
"coastline",6
"coax",6
"cocky",6
"coincide",6
"colbert",6
"collided",6
"collier",6
"colo",6
"coloradans",6
"coloradolady",6
"colossal",6
"combing",6
"commandment",6
"commencement",6
"commenters",6
"community-based",6
"complementary",6
"complemented",6
"complied",6
"complying",6
"comprehension",6
"compromises",6
"compton",6
"conaway",6
"concepcion",6
"concerted",6
"concordia",6
"conde",6
"condom",6
"condon",6
"condone",6
"confer",6
"confetti",6
"confidently",6
"confined",6
"confines",6
"confirming",6
"confiscated",6
"confronting",6
"congo",6
"conn",6
"conquered",6
"conscientious",6
"consist",6
"constituent",6
"constrained",6
"constructing",6
"construed",6
"contaminated",6
"continuity",6
"contractual",6
"contradictory",6
"contrasting",6
"controllers",6
"conveniently",6
"conveyed",6
"convincingly",6
"coo",6
"cor",6
"corned",6
"cosmic",6
"cost-cutting",6
"cotta",6
"counters",6
"counterterrorism",6
"countertop",6
"courier",6
"coworker",6
"cp",6
"crackling",6
"craftsman",6
"cranford",6
"crank",6
"crawls",6
"crease",6
"criminally",6
"cristina",6
"criticizing",6
"cross-country",6
"crossings",6
"crowning",6
"crushes",6
"crusty",6
"cruze",6
"cta",6
"cub",6
"culmination",6
"cunts",6
"curbside",6
"curfew",6
"currents",6
"cursory",6
"curves",6
"cus",6
"customized",6
"cuteness",6
"cuter",6
"cutters",6
"cutting-edge",6
"cyprus",6
"danish",6
"dans",6
"darron",6
"dartmouth",6
"dashing",6
"dats",6
"daughter--law",6
"daves",6
"dawgs",6
"daytona",6
"dbs",6
"dcs",6
"deans",6
"debatable",6
"debtor",6
"decaying",6
"decipher",6
"decisively",6
"decked",6
"dedicate",6
"deepened",6
"defiantly",6
"defies",6
"dei",6
"deja",6
"delaying",6
"delusion",6
"denny",6
"dependable",6
"depict",6
"deploy",6
"deposited",6
"derivative",6
"derives",6
"desai",6
"descend",6
"descriptive",6
"desolate",6
"deterrent",6
"detonate",6
"detours",6
"devon",6
"dia",6
"diabetics",6
"dialect",6
"diarrhea",6
"dias",6
"dickson",6
"dictates",6
"differentiate",6
"differing",6
"dignitaries",6
"diligence",6
"dirtiest",6
"disagreements",6
"disappears",6
"disapprove",6
"discriminate",6
"disheartening",6
"dispensary",6
"dispersed",6
"disposed",6
"disputed",6
"diver",6
"divers",6
"diverted",6
"divisive",6
"djokovic",6
"doable",6
"doeth",6
"dogg",6
"dogged",6
"doherty",6
"dollop",6
"donating",6
"dormant",6
"dorset",6
"doubling",6
"doubted",6
"douchebag",6
"douglass",6
"downfall",6
"downplay",6
"downton",6
"dracula",6
"draped",6
"dreamer",6
"dreamy",6
"dressage",6
"dribble",6
"dropbox",6
"dulce",6
"dumbass",6
"dumbest",6
"dumpster",6
"duos",6
"dupont",6
"dusting",6
"dw",6
"dyes",6
"eames",6
"earmarked",6
"economys",6
"edgewood",6
"edging",6
"edith",6
"edmund",6
"edwardsvilles",6
"eel",6
"effortlessly",6
"egregious",6
"eisenhower",6
"ejected",6
"ek",6
"elapsed",6
"elevation",6
"elle",6
"elm",6
"elmer",6
"emancipation",6
"embargo",6
"embellishment",6
"emit",6
"emitted",6
"ems",6
"emulate",6
"emulsion",6
"encrypted",6
"englewood",6
"enigmatic",6
"enlarge",6
"enrollee",6
"entangled",6
"enthusiastically",6
"enticing",6
"entomology",6
"entrants",6
"entrusted",6
"entryway",6
"envious",6
"ephesians",6
"epics",6
"epidemiol",6
"epitomizes",6
"epstein",6
"equalizer",6
"equitable",6
"ergo",6
"erica",6
"err",6
"es",6
"ether",6
"europeans",6
"evicted",6
"ex-girlfriend",6
"ex-husband",6
"exacerbate",6
"examinations",6
"excursionist",6
"executions",6
"exile",6
"exits",6
"expands",6
"expanse",6
"expansions",6
"expansive",6
"expelled",6
"exploding",6
"exploits",6
"exported",6
"exs",6
"extremist",6
"exuberance",6
"eye-catching",6
"eyelashes",6
"eyewitnesses",6
"face-",6
"facilitator",6
"faction",6
"fairbanks",6
"fairer",6
"fairfax",6
"fairytale",6
"faiths",6
"fallacy",6
"falsified",6
"falun",6
"famer",6
"fangs",6
"fanned",6
"fart",6
"fast-food",6
"fast-paced",6
"fateful",6
"fathom",6
"fatigued",6
"faucet",6
"faulkner",6
"fava",6
"fax",6
"fayette",6
"fedex",6
"feel-good",6
"fellas",6
"fellows",6
"feminism",6
"fenway",6
"fermented",6
"ferris",6
"fertile",6
"fey",6
"fia",6
"fiancee",6
"fiasco",6
"ficano",6
"field-goal",6
"fifties",6
"filet",6
"filibuster",6
"filtered",6
"filters",6
"fin",6
"fingerprints",6
"fiona",6
"firewall",6
"first-class",6
"fishermen",6
"fitzpatrick",6
"five-game",6
"fixin",6
"flagrant",6
"flan",6
"flaps",6
"flatten",6
"fledgling",6
"flinch",6
"fling",6
"flings",6
"flips",6
"flopped",6
"floured",6
"flowering",6
"fluids",6
"fluorescent",6
"fml",6
"foolishness",6
"foray",6
"forbid",6
"forceful",6
"forgo",6
"forklift",6
"forty-five",6
"forwarded",6
"fosters",6
"fouled",6
"four-cylinder",6
"fourth-grade",6
"fragrance",6
"franco",6
"francois",6
"frazier",6
"fresher",6
"frisbee",6
"fro",6
"frugal",6
"fruitful",6
"fryer",6
"fs",6
"fsu",6
"fucks",6
"fudges",6
"full-fledged",6
"full-scale",6
"fund-raising",6
"funneled",6
"funneling",6
"furs",6
"fuse",6
"fx",6
"gabbert",6
"gabe",6
"gadget",6
"galen",6
"galleria",6
"game-high",6
"gamers",6
"gandhi",6
"gangsta",6
"gangsters",6
"garments",6
"garnering",6
"gator",6
"ge",6
"gehry",6
"geller",6
"generators",6
"gentile",6
"georgian",6
"germ",6
"gideon",6
"giggled",6
"gilchrist",6
"gillian",6
"gingerbread",6
"giraffe",6
"git",6
"glazed",6
"gleaned",6
"glorify",6
"goaltender",6
"godly",6
"godzilla",6
"good-looking",6
"goodwin",6
"gooey",6
"goof",6
"goosebumps",6
"gops",6
"gorgonzola",6
"gould",6
"gpa",6
"gracefully",6
"grammys",6
"grandpas",6
"grandsons",6
"gravitate",6
"great-grandfather",6
"greeley",6
"greenery",6
"greenpeace",6
"greenville",6
"greyhound",6
"griner",6
"gripped",6
"grisly",6
"grit",6
"grocer",6
"grooms",6
"grooves",6
"grout",6
"grueling",6
"grunt",6
"gsa",6
"guangcheng",6
"guerra",6
"guesses",6
"guinea",6
"guise",6
"guitarists",6
"gulen",6
"gunpowder",6
"gunshots",6
"hahahah",6
"hailey",6
"hails",6
"haith",6
"halachah",6
"halen",6
"halves",6
"hamas",6
"hamburgers",6
"handbags",6
"handguns",6
"handicap",6
"handler",6
"handlers",6
"hands-free",6
"hannibal",6
"hanukkah",6
"har",6
"harassing",6
"hardships",6
"harnessing",6
"hartman",6
"hasay",6
"hater",6
"hathaway",6
"haunts",6
"havin",6
"hayden",6
"hbos",6
"headboard",6
"headings",6
"headliner",6
"headliners",6
"healthiest",6
"heaping",6
"heartless",6
"heavyweight",6
"helens",6
"hellman",6
"henri",6
"herds",6
"heron",6
"het",6
"heyy",6
"hibbert",6
"higgs",6
"high-energy",6
"hightower",6
"hijacked",6
"hiked",6
"hillman",6
"hinges",6
"hipsters",6
"hittin",6
"hmmmm",6
"holden",6
"holstein",6
"homebrew",6
"homegrown",6
"homeschool",6
"homeschooling",6
"homestead",6
"hopelessly",6
"horace",6
"horseback",6
"hottie",6
"housewife",6
"howards",6
"howe",6
"hq",6
"hugging",6
"hunched",6
"hungover",6
"hurling",6
"husted",6
"hutt",6
"hydrogen",6
"hyper",6
"hypertension",6
"hysterical",6
"hysterically",6
"ideologues",6
"idle",6
"ignatius",6
"ignited",6
"iis",6
"ik",6
"ill-gotten",6
"illuminated",6
"imaginable",6
"imagines",6
"imax",6
"immoral",6
"immortality",6
"imo",6
"impatience",6
"imperfect",6
"impetus",6
"implements",6
"implying",6
"impressionable",6
"impressively",6
"improbable",6
"impulse",6
"ina",6
"inactive",6
"incarnation",6
"incest",6
"incision",6
"incompetence",6
"incomprehensible",6
"incremental",6
"incumbents",6
"indias",6
"induce",6
"ineligible",6
"inertia",6
"inexplicably",6
"infestation",6
"inflated",6
"inflicted",6
"influencing",6
"ingenious",6
"inhabit",6
"inherit",6
"initiation",6
"injecting",6
"inputs",6
"insecurities",6
"insidious",6
"installations",6
"instituted",6
"insulation",6
"insurgent",6
"intensified",6
"intently",6
"interfere",6
"interns",6
"interpretive",6
"interrupting",6
"interventions",6
"intestines",6
"intrusion",6
"inventing",6
"invoked",6
"inward",6
"io",6
"ipv",6
"ire",6
"ironman",6
"isabel",6
"isabella",6
"isi",6
"islamists",6
"isles",6
"israelite",6
"italys",6
"itty",6
"ja",6
"jaded",6
"jagged",6
"jaguars",6
"jailhouse",6
"jamming",6
"janis",6
"jas",6
"jensen",6
"jerky",6
"jeter",6
"jfk",6
"jinx",6
"joann",6
"joaquin",6
"jointly",6
"jolie",6
"jolla",6
"jolt",6
"josiah",6
"jot",6
"js",6
"judd",6
"judgemental",6
"jung",6
"jv",6
"kai",6
"karr",6
"kates",6
"kazakhstan",6
"keepsake",6
"keha",6
"kellen",6
"kempton",6
"kennel",6
"kern",6
"keyboards",6
"keyed",6
"ki",6
"kickstarter",6
"kiddies",6
"kingston",6
"kinks",6
"klesla",6
"kneeling",6
"knoll",6
"kodak",6
"kool",6
"koran",6
"koschman",6
"kyrie",6
"laboratories",6
"laced",6
"lacy",6
"ladders",6
"laguardia",6
"laid-",6
"lakefront",6
"lancers",6
"laochra",6
"lateral",6
"latinos",6
"lauderdale",6
"layup",6
"laziness",6
"leaks",6
"leeds",6
"leesburg",6
"left-hander",6
"legrand",6
"lender",6
"lenny",6
"lentils",6
"leopard",6
"letterman",6
"lgbtq",6
"lhp",6
"liabilities",6
"liberally",6
"liberia",6
"licences",6
"licensor",6
"lids",6
"life-saving",6
"lifeboat",6
"lifeguards",6
"lighted",6
"lilac",6
"limbo",6
"linden",6
"litchfield",6
"littleton",6
"livingstone",6
"loath",6
"locomotive",6
"lofty",6
"login",6
"lola",6
"lombardi",6
"londons",6
"loophole",6
"loopholes",6
"loosen",6
"lounging",6
"lovable",6
"lovee",6
"low-key",6
"lowes",6
"lubold",6
"lucia",6
"ludo",6
"lukes",6
"lumps",6
"lunchtime",6
"lupus",6
"lyons",6
"macro",6
"madame",6
"magenta",6
"magnets",6
"maguire",6
"mahogany",6
"mahone",6
"makeovers",6
"malaria",6
"maldonado",6
"malema",6
"malik",6
"malone",6
"malts",6
"mandated",6
"manhattans",6
"manhood",6
"mania",6
"maniac",6
"manicured",6
"manifested",6
"manmade",6
"manu",6
"manually",6
"mao",6
"maplewood",6
"marcia",6
"margarine",6
"marina",6
"marital",6
"markedly",6
"marketer",6
"markings",6
"marla",6
"marrow",6
"marshalls",6
"marta",6
"masonic",6
"masons",6
"mastermind",6
"mayes",6
"mccoys",6
"mcdowell",6
"mcilroy",6
"mckeon",6
"mclean",6
"meadowlands",6
"medical-marijuana",6
"medifast",6
"medley",6
"meena",6
"megaphone",6
"memento",6
"merciful",6
"merkel",6
"merritt",6
"meryl",6
"messi",6
"methamphetamine",6
"metlife",6
"metrodome",6
"metropolis",6
"metuchen",6
"mfa",6
"mfs",6
"micky",6
"mid-march",6
"mid-morning",6
"mid-september",6
"middle-class",6
"middleton",6
"midget",6
"midsize",6
"migraine",6
"mikhail",6
"millville",6
"mimi",6
"mingle",6
"miraculously",6
"misbehavior",6
"miscarriage",6
"mishandled",6
"misrepresented",6
"missionaries",6
"missteps",6
"mistletoe",6
"mmm",6
"mockery",6
"modeled",6
"modes",6
"modular",6
"module",6
"moe",6
"mohawk",6
"moisturizing",6
"molds",6
"monday-saturday",6
"monday-thursday",6
"monitored",6
"monoxide",6
"moonshine",6
"morgans",6
"moriarty",6
"mormons",6
"morphed",6
"motels",6
"motherfucker",6
"motivates",6
"motorcycles",6
"motorist",6
"mott",6
"mower",6
"much-needed",6
"muhammad",6
"mule",6
"mullen",6
"muller",6
"multiples",6
"murderer",6
"murky",6
"murphys",6
"musics",6
"muslin",6
"muttered",6
"myles",6
"nada",6
"nader",6
"nagging",6
"namesake",6
"nano",6
"naperville",6
"napoli",6
"napolitano",6
"narrators",6
"nbcs",6
"necklaces",6
"negation",6
"negligible",6
"neiman",6
"nene",6
"nervousness",6
"netting",6
"neurological",6
"newfoundland",6
"nhls",6
"nhtsa",6
"nightlife",6
"nile",6
"nirvana",6
"njcom",6
"noaa",6
"noel",6
"non-fiction",6
"non-stick",6
"nonexistent",6
"nonviolent",6
"norma",6
"northfield",6
"notched",6
"notifying",6
"notoriously",6
"notwithstanding",6
"nouns",6
"novella",6
"nudge",6
"nudity",6
"nugent",6
"nurtured",6
"nutshell",6
"oaklands",6
"obituary",6
"objectively",6
"oblique",6
"oblivion",6
"obstruction",6
"odot",6
"oeuvre",6
"offbeat",6
"offence",6
"offending",6
"oftentimes",6
"ohare",6
"ojard",6
"omens",6
"one--akind",6
"ono",6
"onslaught",6
"opaque",6
"operas",6
"operational",6
"operatives",6
"optical",6
"optimal",6
"oracles",6
"ordinances",6
"oreos",6
"originals",6
"orourke",6
"orthopedic",6
"ortiz",6
"orton",6
"osborne",6
"oscar-winning",6
"osha",6
"oswego",6
"otter",6
"ottway",6
"outages",6
"outweighs",6
"overcoming",6
"overpass",6
"overruns",6
"overstated",6
"overthrow",6
"paces",6
"painless",6
"paisley",6
"pakistanis",6
"palatable",6
"palliative",6
"palpable",6
"pap",6
"papaya",6
"par-",6
"parable",6
"paralegal",6
"paramedics",6
"paranoid",6
"parishioners",6
"parted",6
"particles",6
"partnering",6
"pas",6
"passer",6
"pastas",6
"pastime",6
"patchwork",6
"paternal",6
"pathos",6
"patina",6
"patrik",6
"patriot",6
"payers",6
"peacock",6
"pears",6
"peeking",6
"pena",6
"penetrate",6
"penetration",6
"penned",6
"penney",6
"pennington",6
"perceptions",6
"perennials",6
"perfectionist",6
"periodic",6
"perish",6
"permeates",6
"persecuted",6
"persian",6
"persuasion",6
"persuasive",6
"perth",6
"pertinent",6
"perused",6
"pervasive",6
"petal",6
"petrino",6
"pgs",6
"phenom",6
"philanthropy",6
"philharmonic",6
"phils",6
"photographic",6
"pickling",6
"pico",6
"piety",6
"pilates",6
"pissing",6
"pistons",6
"pita",6
"plainly",6
"plantains",6
"plasma",6
"plaster",6
"plastered",6
"plated",6
"plato",6
"platoon",6
"playbook",6
"playfully",6
"playstation",6
"pods",6
"pom",6
"pomegranate",6
"pongy",6
"ponzi",6
"poolside",6
"pop-culture",6
"popsicle",6
"porcello",6
"pores",6
"portland-based",6
"portraying",6
"posh",6
"post-traumatic",6
"posturing",6
"potassium",6
"pothole",6
"pottery",6
"pounced",6
"pre-k",6
"pre-order",6
"precarious",6
"pregnancies",6
"preheated",6
"prematurely",6
"prepaid",6
"preparedness",6
"presbyterian",6
"presiding",6
"presume",6
"pretext",6
"primitive",6
"private-equity",6
"proceeding",6
"procure",6
"progressives",6
"prologue",6
"prominence",6
"protector",6
"protestors",6
"proverb",6
"provinces",6
"provincial",6
"przybilla",6
"pseg",6
"pst",6
"psycho",6
"publicized",6
"puja",6
"pumper",6
"punter",6
"puny",6
"purge",6
"purging",6
"pw",6
"qa",6
"qatar",6
"qayte",6
"qs",6
"quail",6
"qualifier",6
"quarter-mile",6
"quarterfinals",6
"quid",6
"quipped",6
"rabbits",6
"racking",6
"raffles",6
"raging",6
"raider",6
"railing",6
"rallies",6
"ramifications",6
"rampage",6
"randall",6
"ranting",6
"rapping",6
"rapport",6
"rattled",6
"raul",6
"re-use",6
"reactors",6
"readership",6
"reaffirmed",6
"reaffirms",6
"real-world",6
"realism",6
"realist",6
"realtor",6
"realty",6
"reasoned",6
"reassuring",6
"rebellious",6
"rebuke",6
"rec",6
"reconnecting",6
"reconstruction",6
"recount",6
"recovers",6
"recruiter",6
"redd",6
"redeemed",6
"redeeming",6
"redistribution",6
"reeds",6
"refine",6
"refineries",6
"registering",6
"regression",6
"regulating",6
"reinforced",6
"reinforcing",6
"reins",6
"reis",6
"rejuvenation",6
"relaunch",6
"relegated",6
"reliance",6
"relieving",6
"relocating",6
"remnant",6
"remover",6
"removes",6
"renacci",6
"rendering",6
"reorganizing",6
"repairing",6
"repealed",6
"replicated",6
"republics",6
"requisite",6
"reread",6
"res",6
"restlessness",6
"restrooms",6
"resurrected",6
"retires",6
"retreated",6
"reusable",6
"revamp",6
"revamping",6
"revitalized",6
"revoke",6
"revolve",6
"rg",6
"rhythmic",6
"rhythms",6
"richfield",6
"ridley",6
"right-hand",6
"rink",6
"ripple",6
"risked",6
"risking",6
"ritacco",6
"ro",6
"roaming",6
"roared",6
"robb",6
"robins",6
"robotic",6
"rockaway",6
"roe",6
"romantically",6
"romo",6
"rooftops",6
"rookies",6
"roomy",6
"rotate",6
"rounder",6
"rowe",6
"rpg",6
"ruckus",6
"runways",6
"russ",6
"russett",6
"rv",6
"ryans",6
"saban",6
"saber",6
"sachs",6
"sackcloth",6
"sade",6
"salami",6
"saleh",6
"salinas",6
"salisbury",6
"saltado",6
"saltwater",6
"sampled",6
"sanctity",6
"sanding",6
"sappy",6
"sas",6
"sashimi",6
"satisfies",6
"scarcity",6
"sci",6
"scorpio",6
"scorsese",6
"scrapped",6
"scrappy",6
"scribbled",6
"scripted",6
"scrolling",6
"sculpted",6
"scum",6
"seacrest",6
"seaus",6
"secondhand",6
"sectionals",6
"secular",6
"seductive",6
"seinfeld",6
"seizing",6
"selects",6
"self-image",6
"self-published",6
"self-serving",6
"sellout",6
"selves",6
"semifinalists",6
"sens",6
"sensory",6
"sequences",6
"sermons",6
"servicing",6
"settlements",6
"seven-year",6
"severed",6
"sh",6
"shaffer",6
"shale",6
"shampoo",6
"shank",6
"shaun",6
"sheikh",6
"shelly",6
"shelved",6
"shelving",6
"shifter",6
"sho",6
"shockingly",6
"shopped",6
"shopper",6
"shoreline",6
"shortcuts",6
"shortening",6
"showcased",6
"showering",6
"shrinks",6
"shrouded",6
"shrubs",6
"shrugged",6
"shucks",6
"sided",6
"siding",6
"sigma",6
"signified",6
"signup",6
"silliness",6
"simplistic",6
"sinclair",6
"singer-songwriter",6
"singular",6
"siri",6
"sirius",6
"skateboard",6
"skeletons",6
"skid",6
"skillful",6
"skim",6
"sl",6
"slabs",6
"slaughtered",6
"slaw",6
"sleek",6
"slouch",6
"sluts",6
"smacked",6
"smallish",6
"smartly",6
"smirk",6
"smothered",6
"smuggled",6
"snappy",6
"snapshots",6
"snatch",6
"snider",6
"sniffing",6
"snip",6
"snippets",6
"snoop",6
"snot",6
"snowflake",6
"snows",6
"socal",6
"solids",6
"soloist",6
"solomon",6
"solstice",6
"solves",6
"sonnets",6
"sonya",6
"soothe",6
"sophistication",6
"sophomores",6
"soprano",6
"souvenir",6
"sow",6
"spacing",6
"sparkled",6
"sparring",6
"spas",6
"speechless",6
"spiderman",6
"spiked",6
"spilling",6
"spire",6
"spiteful",6
"spokane",6
"sponged",6
"sportscenter",6
"spreadsheet",6
"spring-training",6
"spurred",6
"squatters",6
"squeezing",6
"stabilized",6
"stacey",6
"staffed",6
"stank",6
"start-ups",6
"statham",6
"steamer",6
"steen",6
"steeped",6
"stemmed",6
"stemming",6
"steph",6
"stepmother",6
"stereotypical",6
"stevenson",6
"stfu",6
"stigma",6
"stillwater",6
"stimulation",6
"stingy",6
"stinky",6
"stockings",6
"stomp",6
"strolled",6
"studded",6
"stuffy",6
"stumped",6
"stunts",6
"styrofoam",6
"suaram",6
"subconscious",6
"submits",6
"subs",6
"subsidizing",6
"subtitles",6
"suggestive",6
"sumptuous",6
"sundae",6
"sunoco",6
"superiors",6
"supervise",6
"surfaced",6
"surfer",6
"surpasses",6
"swallows",6
"swans",6
"swanson",6
"swaps",6
"swarmed",6
"sweats",6
"sweatshirt",6
"sweeper",6
"sylvia",6
"synagogue",6
"sync",6
"tagline",6
"takeaway",6
"tamales",6
"tanya",6
"tariffs",6
"tarmac",6
"tasked",6
"tastier",6
"tastings",6
"tater",6
"tatted",6
"taurus",6
"taut",6
"teagan",6
"teal",6
"teased",6
"techs",6
"teixeira",6
"tel",6
"templates",6
"tenacious",6
"tenders",6
"tendon",6
"teresas",6
"teri",6
"terminology",6
"terrell",6
"territorial",6
"tester",6
"testy",6
"textured",6
"therein",6
"thickened",6
"thine",6
"thingsaboutme",6
"third-round",6
"thirds",6
"thirst",6
"thithi",6
"thomson",6
"thought-provoking",6
"three-month",6
"three-pointer",6
"thrills",6
"throes",6
"throng",6
"ths",6
"thwarted",6
"ticketmaster",6
"tighten",6
"tights",6
"tiki",6
"tilda",6
"timberwolves",6
"time-consuming",6
"ting",6
"tinge",6
"tiniest",6
"tinkering",6
"tint",6
"tipping",6
"titan",6
"tm",6
"toasty",6
"tod",6
"tommorow",6
"tommorrow",6
"toned",6
"toney",6
"tonys",6
"topple",6
"tories",6
"torpedo",6
"tortoise",6
"tory",6
"tosses",6
"touting",6
"tract",6
"tragedies",6
"tramp",6
"trance",6
"transcend",6
"transcendental",6
"transcripts",6
"transformer",6
"transmitted",6
"transplants",6
"trashed",6
"treacherous",6
"treason",6
"treasurers",6
"trellis",6
"tremont",6
"triad",6
"tripping",6
"tris",6
"tristan",6
"trivial",6
"trojan",6
"trooper",6
"ts",6
"tubs",6
"turbines",6
"tutor",6
"twinge",6
"twirling",6
"twitching",6
"tyree",6
"uaw",6
"ufe",6
"uff",6
"uhe",6
"undeniable",6
"underscores",6
"underscoring",6
"understated",6
"undone",6
"unearthed",6
"unending",6
"uneventful",6
"unexplained",6
"unforgiving",6
"uniqueness",6
"unmarried",6
"unravel",6
"unreasonable",6
"unreliable",6
"unseasonably",6
"unsecured",6
"unsolved",6
"unspoken",6
"unsustainable",6
"untold",6
"unveiling",6
"upstate",6
"urinal",6
"urine",6
"urs",6
"ursuline",6
"username",6
"ustream",6
"uterus",6
"utilizing",6
"uttered",6
"vacate",6
"vaccination",6
"valor",6
"vandalism",6
"vantage",6
"vega",6
"vegetarians",6
"velcro",6
"venezuela",6
"ventilation",6
"venturing",6
"verbally",6
"vetoed",6
"vicente",6
"vickie",6
"victorious",6
"vigor",6
"vinny",6
"viola",6
"vis",6
"vocational",6
"vogel",6
"volcanic",6
"volt",6
"vonn",6
"vouch",6
"wack",6
"wagons",6
"wane",6
"waned",6
"wannabe",6
"wares",6
"warm-",6
"warranted",6
"warships",6
"wastes",6
"watkins",6
"waxed",6
"waxing",6
"wearable",6
"weeding",6
"wegmans",6
"wei",6
"weighty",6
"weinberg",6
"westside",6
"whack",6
"whales",6
"wharf",6
"wheaton",6
"wheeled",6
"whelan",6
"whiny",6
"whistles",6
"wichita",6
"wide-ranging",6
"widening",6
"wielding",6
"wiener",6
"wikileaks",6
"wildfires",6
"wildwood",6
"wilkerson",6
"wilkes",6
"willy",6
"wilshire",6
"wilsons",6
"wineries",6
"winfield",6
"wintry",6
"wipes",6
"wk",6
"wodehouse",6
"woodlands",6
"woop",6
"workday",6
